不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
走到了半路 要说话算数,0
不能半途而废 快逃走的斗志给我站住,0
有点难处 算什么 再残酷 又怎么,0
在这地方长大 没有人能教我信仰什么,0
危难关头 我要如何获取力量,0
不能倒下 要为我爱的人 提供臂膀,0
XZT 风流倜傥 每场胜利上帝记上,0
要战胜我除非我的尸体 躺在了地上,0
这是我的立场 太多双眼睛看着我,0
这是我的剧场 舞台上空的灯光把一切都照得敞亮,0
不能放松 我在演一个榜样,0
要让更多的人敢这样去闯荡,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
不能半途 而废,0
在车里大声放歌 一路上没有阴霾,0
要翻过这阻碍 和现在的你没差别,0
但差点成功 可以大显神通,0
就差了那么一点点后 这些往事尘封,0
不能半途而废 也不能听人指挥,0
不再送人玫瑰 因为手里不想有味,0
I hate to social 不再与人碰碰酒杯,1
白天不懂夜的黑 还有她的美,0
不能半途而废也不求全身而退,0
不再装作所谓成熟 找回十七八岁,0
不能半途而废 大不了去插队,0
回到路上 这阻碍到底撞没撞碎,0
我信用卡不能让我兑现信用fux the economy,0
我还说Backseat freestyle 她当时没有backseat,0
只是为生活一开始已经easy for me,0
睡觉的时候做着梦doubt yourself the other half day,0
开始就在你目标的人让你觉得开车太累,0
我从小到大 都大摇大摆 走在大街上,0
我不是绅士 不会谦让,0
我在争夺 你在怯场 是没天赋还是窝囊,0
这不是加州 or Chicago,0
这地方不停下雨 我在不停hustle,0
说没前途的 那你别搞说唱,0
你羡慕的 它不会摆在桌上,0
Oh lord 和我的关系 关系到我的下张专辑,0
能否成为下一个传奇,0
要知道灵感不可端倪,0
成名的路 开始变得湍急,0
 Hiphop的孩子 是否依旧叛逆,0
在每个旦夕 我和挫折打着太极,0
 为了hiphop卖命 我才感到安心,0
半斤的歌词和八两的beat 175的个子,0
Keep it real. Got the skill. I’m still a Dope boy用大写的D.,0
煽情的时刻适可而止,0
此刻就别再担心那些得失,0
说不定还能长点个子,0
本命年过了两轮你知不知道,0
再过十二年能把什么数字数到哪儿,0
小时候喜欢奥特曼,0
我爸跟我说有天外星飞船在操场上留下我他把我捡回来,0
我妈说我要吃好多饭,0
皮太厚找不到血管每次打针的医生从病房排队排到了到柜台,0
过了两个生肖轮回已是当时的未来,0
长大的小奥特曼的飞船从没要过备胎,0
唯一担心的是她这个月大姨妈没来,1
从来没用 跟自己说如果可以重新来,0
所有人的生肖不一样看不穿一切,0
穿着红内裤也不一定能掌握秘诀,1
想变成龙于是我给自己打了鸡血,0
我不会在今年说去年好 把新鲜的鱼腌好,0
至少下次回洛杉矶 要买下比弗利的山脚,0
清理该清理的联系人把没用的都删掉,0
精力放在我爱做的上 要签就签大支票,0
也都知道 我的野心大得多,0
他们走捷径也差不多,0
别来影响我做决定的决心 犹豫的话不说,0
像个氪星人的游子 过着双面的生活,0
但该有的有我都会有 从来不用刻意去争夺,0
到时候我又去了哪,0
下一轮你又去了哪,0
沙皮verse,0
他把所有看见的告诉我 我们是罕见的着了魔,0
我要在房间里待着旁边是放着金子因此她们用力的抱着我 ok,0
你像电影的古惑仔 什么都没就do or die,1
look at me now 保持清高 把你气的跺脚 那你冲我来,0
差距就像郭敬明and姚明,0
我对你轻轻的挑衅,0
管你怎么拼命逃命,0
我都能轻松的搞定,0
看着我背影会有魅力 不要惊讶,0
look at me now 失败了快回家别 胡闹听话,0
sw 别说态度不态度只要有钱赚就ido,0
你想比我更屌就把你丑陋掩盖住 sw,1
不会也跟昨天一样,0
每个机会像我招手 感觉机会都把我抱走,0
你追不上的看我暴走 oyaoyaoya,0
当我在努力 但你在妒忌 幻想着你比我更加有出息,0
引起我注意 扰乱我呼吸 一眼看穿你带恶意的目的,0
Aye look at me now 你搬了石头砸自己的脚,0
Aye look at me now 舞台上轻蔑地看着你笑,0
Yah yah 没人认识你 谁谁 废物之间的 配对,0
不存在输赢 你和我对垒 全都是注定,0
Yah yah 你觉得熟悉 想研究我走每一步的足迹,0
DeDe tell me is that Deja Vu 我总比较酷 ,0
Yah 你在加班 我们出发 去美国度,0
假 你太寒酸 我们住在 加利福利 ,0
亚 我的名字 变得扎眼 你也想得到加冕,0
一边抱怨怎么赚不到钱 一边准备给我登报道歉,0
欸 everyone fake最真的只有 你自己,0
欸 相当的累 看比你好的 是质疑,0
我和你们情况都不一样 钱赚到了每天特别的爽,0
Look at me now 已经占据了你永远去不了的舞台中央,0
2017 的十一十一,0
剩下的就是耐心,0
我的思维有太多空间想象,0
当这些主流媒体怂恿你 Be somebody else,0
我有王嘉尔的拳法,0
Hater 看到我只能挨挨挨打,0
每一天都在,0
奔波着都在,0
每一天都在,0
奔波着都在,0
耐心是来之不易,0
这一切的答案在于自信,0
让我无视那些冲动的顾虑,0
还有空洞的思绪,0
灯光感觉有点暗,0
可那种 Lifestyle 的感觉有点抢拍,0
耐心,0
没时间去 Party,0
我在雨中滑行,0
不是个 Hustler,0
我只是 outrap everybody,0
生活速度按了快进,0
每一天都在,0
奔波着都在,0
每一天都在,0
奔波着都在,0
精氣神成立於二零零六,0
從Boom Bap到Trap,0
肥寶 is back,0
耐心源自內心,0
時間值千金,0
如果時間係現金,0
我變身 財神,0
仲記得以前嗰啲Live House嘅HipHop Party,1
過咗Make some noise嘅年紀,1
依家需要宜家傢俬,1
二十年嘅耐心,1
當同齡人追求緊HongKong嘅Life,1
我仲喺呢條廣州嘅骯髒嘅街,1
我知道乜嘢係誘惑 乜嘢係 我想要嘅,1
乜嘢係Real 乜嘢係令到我eww,1
乜嘢係我想笑嘅,1
乜嘢係啱 乜嘢係錯,1
我睇到太多,1
戰友迷失咗靈魂喺身光颈靚社會裡堕落,1
睇唔過眼 我準備出山,1
我失去咗,0
耐心,0
从广州到上海 Let’s go,0
Rapper 都想 Be AR 却没 BAR,0
就在 CAR 听着 Cee AR,0
我把骂 AR 的 做成 RAR,1
听 Hater 嘴巴里都是化肥话,1
Rap god AR 你的 Rap 太尬,1
我的 Swag 太炸 台下拍手拍到拍花,0
啪啪 往你嘴巴里灌水 塞点泥土,1
你的脑袋要开花,1
Hip-Hop 层面的成吉思汗,0
我当你妈面 把你成绩撕烂,1
我的手力不是盖的 我的punch 几十段,0
我拿吸管 都能把你身体刺穿,1
随便打个嘴炮 都能把你炸到,1
看到我就吓尿 因为他们畏高,1
跟我 Battle 像在张家口走玻璃栈道,0
我和 Cee 的 party 立刻插起 Chee 的大旗,0
披着大皮 衣服把你滴斯的话语,0
毙了 拿起 heater 砸你 Hip-Hop 法医,1
提着垃圾 家里 CD 听着七里八里,0
跟 C-block 去巴黎几个 Chinese,0
骑法拉利 去那吧里 讨论说唱,0
连我法语哥们 都学习着华语 bonjour,0
等我换一个 flow 把舞台中央给瞄准,0
有一些 Rapper 台上是你知心哥哥,0
到了台下就疯狂,0
稍等稍等稍等,0
你这样做有点逗,0
你说的 punchline 都好冷,0
装嗨认装嗨认装嗨认装嗨认装嗨认,0
我还以为你是包拯,0
精气神 竹游人 OG 你得学着点,0
别在那 “yo yo yo yo yo” 哥们最好悠着点,0
别厚着脸 别说押韵 Man 你还差的远,0
做的好歌曲 多到把这圈再刷刷刷一遍,0
我在滴斯谁 在滴斯你,0
脖子挂着炸弹 手里拿着计时器,1
到底在说谁 得请你们对号入座,0
自己对号入座 谁偷偷摸摸,0
请对号入座 谁有最好的货,0
对号入座 对号入座,0
请对号入座 请对号入座,0
对号入座 请对号入座,0
请对号入座 对号入座,0
谁有最好的货 对号入座 对号入座,0
不可抗力world wide,0
他们叫我老顽固 笑我太严肃,0
像过 期的樟脑丸还 在原处,0
手里保 温杯 成了代言物,0
没有足够吸引脑 残粉的坏元素,1
还是不太习惯“跟着风”的玩套路,0
隔天就能冒出几个“嘻哈男”教父,0
到处 是奇葩的参照物,0
在台上的比划着 씨발的弹跳步,1
网 红的rapper唱着 网红flow,0
像咏叹 调的歌剧没有朗诵够,0
越 肤浅的越 喜欢装浓厚,0
所谓圣贤们 都爱沾染上铜臭,0
oh oh 都在吃着大锅饭,0
青菜萝卜 都能下锅涮,0
都是差不多先生 大多半,0
有着差不多的审美 煮的差不多烂,0
衣着光鲜 内心不体面,0
油光满面 都能让你撸几遍,1
无 底线的话都藏在屋 里念,0
不是针对 只是各 抒己见,0
当Cee 和AR 交替 着对话,0
又把rapper分成 三六九等,0
不想废话 都提 前退下,0
当我不再带着我的 憨厚口吻,0
不是桌上的 软纸杯,0
还是那个曾 经的竹游人,0
加入过说唱的 敢死队,0
在道上 专挑 硬的骨头啃,0
有些气质像海盗,0
所以别在我的背后 偷奶酪,0
时常出入 宛平南路 600号,0
那些病 号们见 到我 就改道,0
保持着高端步调,0
选择了独木桥不想被诏安入教,0
让他们走阳关大道,0
背着炸药 用放大口径的炮,1
报着绕 口令的料,0
初来乍到 吹着行酒令的号,0
还是在对你嘲笑,0
我在滴斯谁 在滴斯 TA,0
看过唐老鸭 但我更爱 麦当娜,0
把讽刺的话 都留 在当下,0
不请自来的都对号入座,0
自己对号入座 谁偷偷摸摸,0
请对号入座 谁有最好的货,0
对号入座 对号入座,0
请对号入座 对号入座,0
对号入座 请对号入座,0
对号入座 对号入座,0
这味道不错 对号入座 对号入座,0
制作 Produced by Cee；Gizzle,0
母带 Mastered by Cee,0
成都我赚你的money 我跟我海尔的兄弟,0
一点点一点点 英文他们说一点点,0
听不懂你不用担心 给我钱我帮你翻译,0
已自带worldwide的lowlife的Bohan Masiwei DZ Psy.P,0
一千块两千块三千块 我买的我穿的好奇怪,0
为什么他们都好奇怪 我觉得他们都不明白,0
My homies says I here Sichuan的sauce stays with the heat,0
青城的故事 亚洲喜欢去看他的表演,0
你不要固执 你在微信上拍一些照片,0
到香港的迪士尼 又谈了桩business,0
买好几管tiffany 但我是我你是你,0
第一排观众快疯了啦啦啦 年轻人眼中最酷的的的的,0
拍下视频被点赞啦啦啦啦 手机内存不够用哒哒哒哒,0
丝绸之路的故事 记载脑海用来对自己push,0
没记性只有野路子 遇到pussy妈妈叫我讲素质,1
遇到不同肤色外国人 都夸我们强的太过分,0
观赏着网友的争论 发扬跟痛苦是必经的过程,0
就让**继续骚整 点击又增加10 thousands,1
亚洲同胞笑我口音 但口音让我富有个性,0
成功引起你的注意 不明的飞行的物体 颠覆了物理,0
音乐是最好的物语 埋下的伏笔渗透进缝隙 子弹一般能够穿过你肉体,1
拍下脚会放纵的玩 Chinese rapper加入世界版图,0
给higher men brothers trouble的娃儿 你肤浅的意见也可有可无,0
我本领好同时还非常低调 你提前买好巡演的机票,0
我沉浸在头上的每一秒 我宁愿被你狂轰被你笑,0
没想到我还比我还熟悉 从成都到首座到太古里,0
美女逛商城般来不及 相信我真的很在乎你,0
CDC Higher 他们泰的嗨了就像一只tiger,0
从小到大都在成都这里待着 开着凯迪拉克生活非常快乐,0
学霸很犀利说什么都懂 中国人必须会中国的功,0
他们不一定会了解的痛 创造了奇迹让他们去冲,0
黄色皮肤因为镀了金 本领太多怎么输得起,0
Hater嫉妒我们出了名 对待他们我总不留情,0
Let's make马力 造成年度冲击 而且冰冷且残酷,0
差距逐渐远离 我们higher兄弟 散发惊人的天赋,0
那个青城山上 向下是一落千丈,0
向上是山顶和云端 而我们却站在了云上面观望,0
举头望明月 千年般不变的明月在头顶,0
低头看众生 总感觉专一看众生如蝼蚁,0
能力不厌对比 无与伦比的自信力,0
筑出强大的自信心 Nobody fires like me,0
我不想醉 可是今晚我无法入睡,0
我又贪杯 哪怕又换来一夜宿醉,0
没有误会 这一切谁都没有不对,0
那是什么 让我们彼此之间都 变了味,0
还记得从前 那每一段的快乐瞬间,0
是 HIPHOP 让我们 亲密无间,0
在午夜 一起快乐的畅想明天,0
也不去管这一切是否可以真的实现,0
被别人嘲笑过 我们都不在乎,0
经历潮起潮落 我们都能顶住,0
我不服 努力的结果竟守不住,0
MY GOD快来帮助我们来走出这段迷途,0
I gotta keep on moving 但我心仍未睡醒,0
我回头看这一切 仔细品嚐的曾经,0
许多经过的路人似乎只是擦身,0
前一秒的回忆 却再下一秒发生,0
他们都不停的问 我却不停的等,0
想知道何时才能打开幸福的门?,0
我握著钥匙 但似乎有点迟疑,0
hmmmm 深怕旁人的爱戴吞噬了自己,0
忘记当初的理想 放弃心中的希望,0
我找不回将火车往前推的力量,0
这山洞不见出口 我想要离家出走,0
现实的防守严密他让我无法出手,0
这麽多日子以来我学到什麽?,0
我学会勇往直前,0
我学会应该怎麽把烦恼抛到脑后,0
我向著标竿直跑,0
那更美好的明天就在下一页我知道,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
台湾 摇摆族群乌拉,0
还记得当初追求梦的那股悸动 感动仍存中个永不灭的梦,0
回头忆起思念总相随你我左右 随著时光岁月催促 否一切变的被动,0
节拍 伴著音符滑入你我中 梦想 给我勇气拥抱真诚感动,0
脉搏仍在跳动 我还仍想歌颂 渴望世界注目著我们跟著地球转动,0
物换星移让你疲惫胳臂无力~ 背起这有点沉重却又觉得值得的梦,0
或许裡有点灰感到无法前进 夜的挫败感总让你感到洩气,1
never get up u can't get up follo your draem 趁一切都有机会大步前进,0
不要低头叹气 只要还能吸气 让勇气再次进入到你内keep head up,0
我从来不喜欢听意见 他说就等他说,0
就算错了也要搞音乐 好多人听到过“老熊~MOW”,0
好多人了解背后藏的烦恼 不是因为爱他不可能练习普通话,0
让更多人能听懂 “这里最好最刁嘴角最爱微笑”,1
这些词还没忘记 收获忘记怎么还没来临,0
有人提前放弃 我相信潜力和难度比他们大,0
接下来我们之中出现BIGGIE TUPAC别奇怪,0
上下五千年的文化够挖哈 黑的被我染成中国红的头发,0
通过学习 模仿 创造出来语言 梦想洒落在前方,0
我在拼 不用好心劝告我 继续吼没结果 能得到快乐,0
划得戳 我晓得要啥子 不得白活,1
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
很多的迷惘 散不走的伤,1
可惜了自己还是一个人在忙,0
发霉的梦想 关不上的窗,0
没消化掉的药物他们还要卷根叶子,0
curse 我的生活是不是被诅咒了,0
for wat 为什么我也回不了头了,0
天天想要发,0
逃避不走 只能面对它oh,0
天天为了几个破钱跑东跑西,0
在这个年代谁会在乎别人为何哭泣,0
你是最孤寂 没人了解自己,1
他们把你贬低 不一定是坏事因人而异,0
要尝试忘记自己心里面的愁事,0
发现房间也慢慢变成你的囚室,0
故事 到何时结束 周末我还有节目,0
问题也还没解读 唱完了马上去排毒,0
我们是否能够将一点时间留给去发闷,0
SO 我从孤独的孤独或许经历也是一种改变你的从容,0
可是又否又不停猜测所有画面载着我们受的苦涩,0
竭力遮住无助 我说 1 2 3 跟着节奏我就高兴忘了我不想醉,0
随着我们成长 一直不停成长,0
面对困难我们知道抵抗,0
SO我 你说过这样去做,0
我知道你的心一定经过,0
随着时间成长 一直不停成长,0
面对希望我们知道飞翔,0
SO我 你说过这样去做,0
我知道你的心一定美过,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
现在的你们是否已经不在迷茫,0
心里是不是还有个挂满梦想的地方,0
SO HERE WE GO在爬起来,0
LET THEM KONW 你不会轻易从梦想的跑道离开,0
因为你的生活比战争还要残酷,0
你也只能微笑的SAY GOOD BYE MY LOVE,0
带着旋律入睡 我总能梦到歌词,0
起床抄下灵感 却不小心撤落她的被子,0
这辈子 让我措手不及的还有,0
爱上把情感折射在五线谱上的这个介质,0
愿意沉沦在自己的梦里寻找真实的味道,0
习惯记录下酸甜苦辣 我开始迷恋这嗜好,0
歌声滤掉 所有烦恼只剩下真诚的微笑,0
你们心里的共鸣是我青春留下的唯一记号,0
记住这味道 深深一口吸进肺里,0
吐烟圈 看昨天 它带着我飞离,0
这喧闹的一切 享受安静的一夜,0
轻拂过的夜风我又想起曾今的岁月,0
为理想冒险一次 有谁敢冒险一试,0
有人浅尝辄止有人放屁有人依旧坚持,1
寂寥的空气压不住厚厚的思念无奈,0
那些想念的人或事还会不会再回来,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
凌晨三点半 电脑还没有关,0
还在键盘上继续梦想的下一段,0
不是继续耗著 是目标还没到呢,0
也只能苦笑著身边只有烟雾绕著,0
我算著 有多少人曾经与我在路上并肩,0
一起写下留下记忆中最好的瞬间,0
当我转过头 他们正慢慢走远,0
不同的方向 把记忆留在昨天,0
带著翅膀等著 风大起飞的时候,0
擦去汗水和眼泪 接著往下走,0
这是个故事我太过固执,0
我固执的布置着我的路子,0
就算被忽视我付出不止,0
写古诗留胡子寻找梦的物质,0
我会继续走 按照梦的弧线,0
五年犹如五天回眼走的路线,0
一种说不出言语的寂寞凸显,1
很多人都说放弃吧 忘记吧,0
我依然的继续长期的 扛起它,0
为了梦的目的 就会没有顾及,0
大家都在努力尽管没人会去注意,0
午夜面对镜子仿佛时间静止,0
这路不是径直是否还能坚持,0
梦想如何建设 是否不被牵涉,0
这颜色 变浅色 我该如何选择,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
夜幕低垂 伴随的疲惫有谁 能够体会,0
当你留著眼泪 伤痛又有谁能抚慰,0
那苦味 暂且称他为成长的代价,0
背负的重量 随年纪增长而变大,0
有那麽多不能预测的变化,0
以为可以一起奋斗的到头来却变卦,0
听电话 另一端是老朋友的现况,0
当大家move on除了我 还有谁想实现愿望,0
还有谁像以前一样 一样把梦想放在心上,0
一样把恼人现实踩在脚下 不去管它,0
只想 集中所有的力量 哪怕是一砖一瓦,0
堆成一面牆 砌成一扇窗 就多一分希望 更坚强,0
更强壮的阻挡那 风雨交加,0
挡不住的却是飞逝的时光 像雪上加霜,0
但一路上雪中送炭的手 不只有一双,0
只有 坚定的相信自己 才能继续迈开步伐,0
如果我 Rap 不到你心疼 那我会试闭嘴,0
如果我 Rap 不到你沸腾 像那伤心的汽水,0
下车的时候 是否能走进你的心扉,0
下笔的时候 是否还能够得到你的依偎,0
这些年因为你相伴 我挺直了脊椎,0
最大的梦想 是与你站在一起,0
曾经说过 永不轻言放弃的誓言 在那,0
曾经跟我一起奋斗多年的兄弟你们 在那,0
会不会是未来来的太快 这让你我害怕,0
是不是有人会开始放慢 有人则开始放下,0
从纽约到台湾这路到底有多长,0
我开始怀念 这个没有人去过的地方,0
Oh my Hommie 在我心中你永远都会在这,0
无论如何我走到那 你永远都会在这,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
这个旋律如此动人放飞我的思绪,0
一段段回忆凝结成这里的一字一句,0
真有趣,0
突然想回到过去,0
就让着动人旋律这么一直继续下去,0
有很多话想说,0
不知道该对谁说,0
日子就这么过,0
不知道该不该执着,0
我犯了很多错,0
你不能原谅我,0
那么多的悲伤失落,0
不知道何时才能解脱,0
你会不会忘了我,0
你会不会开始新的生活,0
无论如何,0
请记得我们曾经爱过,0
我问我自己是否拿定主意,0
带领HOMIES占领这片土地,0
OH MAN 在夜里 只有香烟陪我呼吸,0
已经忘了哭泣 想独立,0
从小到大 不想被人夸却想好好分辨真假,0
而知道真相的我却不敢面对而害怕,0
别人告诉我这是成长的代价,0
承受不住它 你就不是男人会被现实整跨,0
把眼睛睁大 抛开其他 把音乐当家,0
把时间抓 有路就往前踏 没后路可退拉,0
夜里问自己是否适合这个身份,0
有天你也会把我承认,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
带着梦想飞,0
就让我们去追,0
不管累不累 会不会,0
到底走的对不对,0
带着梦想飞,0
就让我们去追,0
我们的眼泪,0
不会心碎,0
可惜岁月把人催,0
录音 杨秋儒,0
制作 Young Fam/王愚,0
她从大洋彼岸走来携带底层人的痛,0
她爱异想天开总做麻雀变凤凰的梦,0
从来口无遮拦无意间播撒自由的种,0
你可以恨她就在她每次演讲的三分钟,0
在被大同化的商店 有她超斑斓的妆点,0
有时你想劝她收敛 她却一意孤行走远,0
声称只顾自我周全 好坏不凭你我褒贬,0
世界它本身的映射 还原你人性的导演,0
她有时傲慢居功,0
自然也承认有罪,0
但Me Against The Whole World,0
挑战世界的无畏,0
当我想立人设去撒谎跟商业去签订更多的Deal,0
她命令我打住这不是你王愚要记住You'd better keep it real,0
凝视不复返的沙漏,0
她哽咽双手在插兜,0
我向她索取了建议,0
她告诉我多点Bravo,0
苦痛中她笑着对着我拉钩,0
请容许我介绍我爱人,0
她全名叫Hiphop而我是Pavel,0
有人说她满口糙话 草根的她没人帮搭,0
那苦涩的蓝调采样是历史遗留下的疮疤,0
就在本土无名无利十几年所有人装看不见,0
刚刚拿她果腹转身把她当作病变的庄稼,0
她被人贱卖,1
肤浅的外在,0
利用她哗众取宠,0
再把她陷害,0
艺人热衷一边歌颂情怀另一边核对账面,0
商人惯用手段出借莫泊桑笔下那串《项链》,0
是谁把人变成《红与黑》里不择手段般的于连,0
大众推波助澜对仅仅一个名词上纲上线,0
当这满世界的戏子娱乐满世界地演,0
又有满世界的法官审判满世界地贬,0
好人满世界地头顶光环满世界地骗,0
满世界就剩我一只蛆虫糜烂中成全,1
Lonely 叫我Mr.Lonely,0
Ugly的我和孤独乔治是同类,0
不值得为我将大把时光再浪费,0
时过境迁也留下了汗水,0
无法自拔无意就过了很多年,0
苦日子中也过滤了生活的一丝甜,0
热爱依旧会重复感到新鲜,0
把每日每夜都调节成了周天,0
为了你将自己化作成你不爱的早饭,0
命中最缺你 占满所有时间段,0
为你研发的小惊喜而感叹,0
有了你陪伴 没再觉得孤单,0
感谢说爱我 说不爱我的极端,0
征服了小薇小丽小红小娜和小蔓,0
很开心今天又过了一关,0
喜欢你的手 说走就会走,0
离我太近 我也不会再说no,0
牵着它之后就会化解孤单,0
是跨越南极和北极的小船,0
有一种新鲜感 是我来陪你吧,0
买好礼品恭敬的送给你爸,0
一切最好的安排都来源于他,0
明天我要带走她家的一枝花,0
Mr.Lonely他已消失不在,0
努力忘却L.O.N.E.L.Y,0
年少无知的乖巧还在不在,0
忘不掉第一次见你那种内心澎湃,0
最喜欢做的事就是喜欢你,0
帮助你解决疑难的小问题,0
想把一举一动留在你的心里,0
所有事情都称心如意Maybe,0
清晨棉被外的 冷空气 把我推回被里 睡觉,0
速溶咖啡味道 很中意 不用什么昂贵的 配料,0
听着阳台外生的 炉火 吞噬木材的声音很 清脆,0
不需要任何的包装和 辅佐 将会变成这圈子的 新贵,0
赚的钱要赶紧花 每天都要活尽兴,0
下午一直呆在家 循环老歌一直听,0
当下午镶满金色的阳光烤热每个公寓的 落地窗,0
