希望再次崛起,,,,,,,,,,,,,0
双眼定格在汶川地震画面,,,,,,,,,,,,,0
泪水已经模糊了我的视线,,,,,,,,,,,,,0
怎么如此残忍?怎么如此绝恋?,,,,,,,,,,,,,0
十三亿中华儿女永远血脉相连,,,,,,,,,,,,,0
让我们的手和手放在一起 一起,,,,,,,,,,,,,0
让我们的心和心住在一起 一起,,,,,,,,,,,,,0
上帝带走几万人的一场悲伤电影,,,,,,,,,,,,,0
一把火燃起了中国人的心,,,,,,,,,,,,,0
每天的新闻叫每个人小心,,,,,,,,,,,,,0
什么的声音叫我们思考生命?,,,,,,,,,,,,,0
救命叫起了心里的回应,,,,,,,,,,,,,0
让我们的手和手放在一起 一起,,,,,,,,,,,,,0
让我们的心和心住在一起 一起,,,,,,,,,,,,,0
从你的身边统统带走,,,,,,,,,,,,,0
过去美好的世界在瞬间坍塌,,,,,,,,,,,,,0
孩子爬出废墟却不见爸妈,,,,,,,,,,,,,0
有点冷有点疼有点害怕找不到家,,,,,,,,,,,,,0
我听到了山的那一头无数的心跳,,,,,,,,,,,,,0
你知道风雨过后的彩虹总让人微笑,,,,,,,,,,,,,0
天大的苦难除以十三个亿,,,,,,,,,,,,,0
电视中播放着灰白的画面,,,,,,,,,,,,,0
天空中有太多不再归来的大雁,,,,,,,,,,,,,0
当我强忍着把泪水往下咽,,,,,,,,,,,,,0
四周围充满了没有对白的挂念,,,,,,,,,,,,,0
但是却抗拒不掉我心里的这份难过,,,,,,,,,,,,,0
不再让同胞流浪,,,,,,,,,,,,,0
怀念著从前微笑的美好,,,,,,,,,,,,,0
而眼前景象告诉你回不去,,,,,,,,,,,,,0
上帝不会告诉你他下步会要怎麼做,,,,,,,,,,,,,0
但请你擦去泪痕你知道该往哪走,,,,,,,,,,,,,0
请你坚强Cuz life must goes on,,,,,,,,,,,,,0
让我们的手和手放在一起 一起,,,,,,,,,,,,,0
让我们的心和心住在一起 一起,,,,,,,,,,,,,0
这次灾难永远在我心里扎根,,,,,,,,,,,,,0
脆弱的生命拥有着勇敢表现,,,,,,,,,,,,,0
证明我们有多么坚强团结,,,,,,,,,,,,,0
任何现象都能穿越,,,,,,,,,,,,,0
让我的每句话接触你的灵魂,,,,,,,,,,,,,0
初次体会这种彻骨的悲痛,,,,,,,,,,,,,0
这爱心在灾区上空,,,,,,,,,,,,,0
压不垮的中国人的钢筋铁骨,,,,,,,,,,,,,0
让我们的手和手放在一起 一起,,,,,,,,,,,,,0
让我们的心和心住在一起 一起,,,,,,,,,,,,,0
你别再把你自己一个人锁在空荡的房间,,,,,,,,,,,,,0
打开歌手页就会有我待在你的旁边,,,,,,,,,,,,,0
让我来和陪你聊会天 再漫步到江边,,,,,,,,,,,,,0
感受微风轻抚你脸颊带走你所有的想念,,,,,,,,,,,,,0
你还在哭吗 你别再哭了,,,,,,,,,,,,,0
你看你妆都花了 梨花带雨可就不好看了,,,,,,,,,,,,,0
至少还有我呢 就笑一个吧,,,,,,,,,,,,,0
你感受到我温暖的手指划过你眼眶擦拭你眼泪了吗,,,,,,,,,,,,,0
你可以躺在我怀里 把我的肩膀也借给你,,,,,,,,,,,,,0
你还带着耳机 就像是牵着我的手,,,,,,,,,,,,,0
音量不要调低我带你到银河系漫游,,,,,,,,,,,,,0
我可以围绕你在每个春夏秋冬,,,,,,,,,,,,,0
也可以无时无刻为你遮风挡雨,,,,,,,,,,,,,0
化作一帘幽梦,,,,,,,,,,,,,0
在你的心头撑起一把保护伞,,,,,,,,,,,,,0
在你播放列表的我,,,,,,,,,,,,,0
只属于你一个人的浪漫,,,,,,,,,,,,,0
他不值得你哭 不值得你输,,,,,,,,,,,,,0
不值得你为了他去苦苦哀求来把你记住,,,,,,,,,,,,,0
他也许曾经对你好 也许也曾一起笑,,,,,,,,,,,,,0
也许那些海誓山盟 让你觉得你这次没有看跑,,,,,,,,,,,,,0
人总会变的 面目全非,,,,,,,,,,,,,0
别怕我会陪你一直等到真命天子出现呢,,,,,,,,,,,,,0
过去的总会过去 时间也总会过滤,,,,,,,,,,,,,0
不过是生命中的过客我来帮你忘记,,,,,,,,,,,,,0
他根本就不爱你 说什么事都怪你,,,,,,,,,,,,,0
离开不就是证据 还说忍不了猜忌,,,,,,,,,,,,,0
新鲜感才是他的动力忠诚演的卖力,,,,,,,,,,,,,1
当然你也别太悲伤 谁不会遇到败笔,,,,,,,,,,,,,0
他喜欢你的时候 你不喜欢他,,,,,,,,,,,,,0
他爱上你的时候 你开始喜欢他,,,,,,,,,,,,,0
可等他离开的时候 你却爱上了他,,,,,,,,,,,,,0
歌词由校长SEVEN友情制作提供,,,,,,,,,,,,,0
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
大学还没毕业 因为我要出唱片,,,,,,,,,,,,,0
爸爸妈妈暴跳如雷可是我觉得随便,,,,,,,,,,,,,1
反正我的青春 就像一张公益彩券,,,,,,,,,,,,,0
刮一刮 很爽 杠龟 也无所谓,,,,,,,,,,,,,1
看到鬼 岩石 对我说我会红,,,,,,,,,,,,,0
玩音乐 成为我 每天胡混的借口,,,,,,,,,,,,,1
父母要我顺利毕业顺利当兵顺利找工作,,,,,,,,,,,,,0
可是我 顺利进了烟毒勒戒所,,,,,,,,,,,,,1
这样的我 如何定位,,,,,,,,,,,,,0
搞不清被塑造成饶舌明星还是无业游民,,,,,,,,,,,,,0
走在西门町 看到很多流浪汉,,,,,,,,,,,,,0
感叹地笑一笑怎会有种亲切感,,,,,,,,,,,,,0
原本流浪汉的身边都有一只流浪狗,,,,,,,,,,,,,0
只是没有钱帮狗植入芯片他就一无所有,,,,,,,,,,,,,0
我也是流浪狗 嘴里含着麦克风想问,,,,,,,,,,,,,1
谁又 真正的在乎我,,,,,,,,,,,,,0
每天起床 都希望今天会是个好日子,,,,,,,,,,,,,0
我今年23要怎样渡过24,,,,,,,,,,,,,0
365天 思考了不只365次,,,,,,,,,,,,,0
要问几次 像个魔术数字,,,,,,,,,,,,,0
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
光阴似箭 射中了我的红心里面,,,,,,,,,,,,,0
时间就是金钱 我知道,,,,,,,,,,,,,0
但我还是每天都在浪费 为什么,,,,,,,,,,,,,0
虽然我是全台湾最屌的饶舌歌手,,,,,,,,,,,,,1
为了生活 我要开始去麦当劳打工,,,,,,,,,,,,,0
有人对我说 你好神,,,,,,,,,,,,,0
你是街头诗人 艺术家我不是,,,,,,,,,,,,,0
我只是个游手好闲的懒人,,,,,,,,,,,,,0
如果让我捡到阿拉丁的神灯,,,,,,,,,,,,,0
我要祂 帮我弥补家里代沟的裂痕,,,,,,,,,,,,,0
我自己很清楚 其实我还是我根本没有变坏,,,,,,,,,,,,,0
只是比较贪玩 像个23岁的小孩,,,,,,,,,,,,,0
生活在大马戏团等待 谁的答案,,,,,,,,,,,,,0
只好每天带上饶舌面具 表演杂耍特技,,,,,,,,,,,,,0
当我已经习惯 无所谓,,,,,,,,,,,,,0
就像会说话的机器 头脑当机 只好乱唱一气,,,,,,,,,,,,,0
不知道 什么时候生活开始变成这样,,,,,,,,,,,,,0
闹钟在鬼叫 可是我还不想起床,,,,,,,,,,,,,0
我幻想 美丽的生活 只是为什么,,,,,,,,,,,,,0
我的生活 Fucked Up 像只狗,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只流浪狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
时间一分一秒 滴答滴答滴答滴,,,,,,,,,,,,,0
要如何 才能尽快结束这场闹剧,,,,,,,,,,,,,0
让我想起以前看 "猜火车"觉得他们很屌,,,,,,,,,,,,,1
没想到 现在自己也被提名最佳男主角,,,,,,,,,,,,,0
对于未来 只有一个问号,,,,,,,,,,,,,0
我背号23 为什么不是麦可乔丹,,,,,,,,,,,,,0
反而像 麦克鸡块变成廉价套餐,,,,,,,,,,,,,0
原来夜市里 我的CD一张只要99,,,,,,,,,,,,,0
一片歌手 会不会就是我,,,,,,,,,,,,,0
你说我堕落 我还有几年可以 这样过,,,,,,,,,,,,,0
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 我的生活 我的生活,,,,,,,,,,,,,0
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 抽,,,,,,,,,,,,,1
我的生活 Fucked Up 每天 摸,,,,,,,,,,,,,1
我的生活 Fucked Up 像只 狗,,,,,,,,,,,,,1
我的生活 Fucked Up 我的生活,,,,,,,,,,,,,1
柒羊 /,,,,,,,,,,,,,0
钟意速成唔打仓颉,,,,,,,,,,,,,1
唔想玩咀唔想亲热,,,,,,,,,,,,,1
知我同你地有分别,,,,,,,,,,,,,0
Yat pit写书法王羲之,,,,,,,,,,,,,0
Girls going wild好似AV what,,,,,,,,,,,,,1
叫我捉实佢只手,,,,,,,,,,,,,1
Yat pit 我写完就走 bye bye,,,,,,,,,,,,,0
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
玩到脚软佢坐我大脾,,,,,,,,,,,,,1
Pussy bald like 唐玄奘 西游记,,,,,,,,,,,,,1
以为取紧西经 挂住丙,,,,,,,,,,,,,0
索行coke 如梦初醒好似蒲松龄,,,,,,,,,,,,,0
一路寂寂无名无人明我做紧乜,,,,,,,,,,,,,1
一pit一pit写紧歌我揸紧毛笔,,,,,,,,,,,,,1
Bitch i never gave a fuck 由你误解,,,,,,,,,,,,,1
知我奸角 生性凶残- 似鳌拜,,,,,,,,,,,,,1
Trap界守门员 将你淘汰,,,,,,,,,,,,,0
以为打紧泰拳 去左清迈,,,,,,,,,,,,,0
全部柒头bodybag 揼系街,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
We sippin 竹叶青 hold up,,,,,,,,,,,,,0
China tour 啲叫声 hold up,,,,,,,,,,,,,1
Fuckboys 钟意跟 fuck,,,,,,,,,,,,,1
My Grillz 镶金 chains 翡翠 不过依然伤心 伤心,,,,,,,,,,,,,0
tour life 未休息就撇 pit,,,,,,,,,,,,,0
Rockstar 我即将化蝶 pit pit,,,,,,,,,,,,,0
Weight跌了几磅 my way任我闯荡,,,,,,,,,,,,,0
Like 上映紧春光乍泄,,,,,,,,,,,,,0
杯入面色彩太艳 太艳,,,,,,,,,,,,,0
引起我心中杂念 杂念,,,,,,,,,,,,,0
心魔 all these groupie hoes 就让我一一告别,,,,,,,,,,,,,0
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
一丿? Yat pit,,,,,,,,,,,,,1
屌你条女之后一撇 ?,,,,,,,,,,,,,1
同佢有八字冇一撇,,,,,,,,,,,,,1
心口系飞龙 that Yat Pit,,,,,,,,,,,,,1
一帆风顺 lil yachty,,,,,,,,,,,,,0
你哋得一捺 冇一撇 唔系人,,,,,,,,,,,,,1
再拉几条线白色 一丿,,,,,,,,,,,,,1
小心额头全部一点,,,,,,,,,,,,,0
我扳机全部似 一丿,,,,,,,,,,,,,1
一丿一丿一丿一丿一丿一丿一丿一丿,,,,,,,,,,,,,1
Yat pit yat pit yat pit 将你切做一片一片一片一片,,,,,,,,,,,,,1
My crew savage 保証你呼吸系最后一次,,,,,,,,,,,,,1
毁灭你生机唔留下一线 wu,,,,,,,,,,,,,1
小心太心切会致潦倒,,,,,,,,,,,,,0
我训龙床你训深切 治疗部,,,,,,,,,,,,,1
心跳机留下一线,,,,,,,,,,,,,0
P.L.O style 将你瓦解好似巴格达,,,,,,,,,,,,,1
尸骸斩件放箱之后打个八 结,,,,,,,,,,,,,1
You'll die tonight唔驶检查八字,,,,,,,,,,,,,1
my mother fucking team strong 未曾滑铁,,,,,,,,,,,,,1
你crew你家族有几多人就有几多白事,,,,,,,,,,,,,1
一丿系我手 一点头系你头,,,,,,,,,,,,,1
穿透头骨 却唔见到有脑系弹头,,,,,,,,,,,,,1
Grymeman on the track 所有人 忌日,,,,,,,,,,,,,1
系海旁 将你烧成粉状 再海葬,,,,,,,,,,,,,1
sleep on me 就帮佢入睡 训维港海床,,,,,,,,,,,,,1
十年的计划今天都兑现,,,,,,,,,,,,,0
很抱歉 我曾经说过我不会变,,,,,,,,,,,,,0
我变得更强大 我自认没有亏欠,,,,,,,,,,,,,0
年轻的兄弟,,,,,,,,,,,,,0
我会一直伴在你的身边,,,,,,,,,,,,,0
我知道你才20,,,,,,,,,,,,,0
太多抱负愿景,,,,,,,,,,,,,0
你认为这个星球上,,,,,,,,,,,,,0
没有人挡得住你,,,,,,,,,,,,,0
你笑我变得顾虑,,,,,,,,,,,,,0
笑我变得不再像你,,,,,,,,,,,,,0
那是因为现在的,,,,,,,,,,,,,0
你想的只有自己,,,,,,,,,,,,,0
这个世界虽大,,,,,,,,,,,,,0
但没留给我太多的缝隙,,,,,,,,,,,,,0
我曾经因为害怕,,,,,,,,,,,,,0
我也做了错的决定,,,,,,,,,,,,,0
留下那些真的兄弟,,,,,,,,,,,,,0
让你一直保持冷静,,,,,,,,,,,,,0
你会遇到很多新的选项,,,,,,,,,,,,,0
你无法想象,,,,,,,,,,,,,0
其实很多事情都是假象,,,,,,,,,,,,,0
你不能怎样,,,,,,,,,,,,,0
那些金曲奖的奖项,,,,,,,,,,,,,0
都是旧时代的榜样,,,,,,,,,,,,,0
其实不拿也不怎样,,,,,,,,,,,,,0
08 依然巡回演唱,,,,,,,,,,,,,0
记得心存感激,,,,,,,,,,,,,0
记得祷告,,,,,,,,,,,,,0
即使再强的人,,,,,,,,,,,,,0
灵魂需要被神拥抱,,,,,,,,,,,,,0
照顾身体健康,,,,,,,,,,,,,0
不要嫌我老套,,,,,,,,,,,,,0
那个很酷的女孩,,,,,,,,,,,,,0
希望你有天也会找到,,,,,,,,,,,,,0
学会战争 学会取舍 不要害人,,,,,,,,,,,,,0
现在才懂,,,,,,,,,,,,,0
最强大的力量是去爱人,,,,,,,,,,,,,0
爬得越高身段放得越低,,,,,,,,,,,,,0
会吠的狗不攻击,,,,,,,,,,,,,0
难在赢要如何谦虚,,,,,,,,,,,,,0
十年最大的阵仗,,,,,,,,,,,,,0
告诉你的团员,,,,,,,,,,,,,0
我们最后打了胜仗,,,,,,,,,,,,,0
但要了解会有痛苦在这路上,,,,,,,,,,,,,0
还有永远不要忘记你来自木栅,,,,,,,,,,,,,0
要时间过快一点,,,,,,,,,,,,,0
我想要见到大场面,,,,,,,,,,,,,0
房间三坪的空间,,,,,,,,,,,,,0
幻想最大的照片,,,,,,,,,,,,,0
是顽童你知道的,,,,,,,,,,,,,0
大家知道了又如何,,,,,,,,,,,,,0
台下千万张的脸,,,,,,,,,,,,,0
需要你的无畏,,,,,,,,,,,,,0
早就说过,,,,,,,,,,,,,0
扛下所有,,,,,,,,,,,,,0
别害怕那些不完美,,,,,,,,,,,,,0
臭小子看到了吗,,,,,,,,,,,,,1
十年奋斗下来的同时,,,,,,,,,,,,,0
台下群众正烈着喊着你们的名字,,,,,,,,,,,,,0
放下七仔懒的个性,,,,,,,,,,,,,0
出头颠覆明天,,,,,,,,,,,,,0
肩负曾经发的誓,,,,,,,,,,,,,0
场次永远不会停止,,,,,,,,,,,,,0
我曾说了 不要怕输 做就对了,,,,,,,,,,,,,0
即使趴着 也要爬上山头看着,,,,,,,,,,,,,0
那些看不起的 loser,,,,,,,,,,,,,1
全部给我跪着,,,,,,,,,,,,,1
你会的 告诉现在的我你是对的,,,,,,,,,,,,,0
虽然没有天赋,,,,,,,,,,,,,0
会比别人艰苦 免羡慕,,,,,,,,,,,,,0
版图自我建筑 名声遍布,,,,,,,,,,,,,0
即使会有变数,,,,,,,,,,,,,0
让你感到厌恶 勤练武,,,,,,,,,,,,,0
颠覆他们瞧你的真面目,,,,,,,,,,,,,0
往后十年要对家庭有所交代,,,,,,,,,,,,,0
别把孩子教坏,,,,,,,,,,,,,0
携手兄弟 worldwide,,,,,,,,,,,,,0
不要害怕重来切记挺起你的胸怀,,,,,,,,,,,,,0
随时保持战斗坐拥名利回收金块,,,,,,,,,,,,,0
早就说过,,,,,,,,,,,,,0
I told you I'm the man 扛下所有,,,,,,,,,,,,,0
别害怕那些不完美,,,,,,,,,,,,,0
伟大理想抱负,,,,,,,,,,,,,0
不懂得怎么保护,,,,,,,,,,,,,0
只想着好处,,,,,,,,,,,,,0
多少人需要你帮忙照顾,,,,,,,,,,,,,0
你从没想过退路,,,,,,,,,,,,,0
没想过后顾,,,,,,,,,,,,,0
没想太多,,,,,,,,,,,,,0
所以人与人的关系就断了后路,,,,,,,,,,,,,0
我了你不想解释,,,,,,,,,,,,,0
不想这么做作,,,,,,,,,,,,,0
也懂你自私,,,,,,,,,,,,,0
不想在这染缸里面搅和,,,,,,,,,,,,,0
不懂得天高地厚,,,,,,,,,,,,,1
不觉得自己做错,,,,,,,,,,,,,1
等感受孤独寂寞,,,,,,,,,,,,,0
才知道是哪里错过,,,,,,,,,,,,,0
记住世界不会为你1人转动,,,,,,,,,,,,,0
第一次电视转播你的家人,,,,,,,,,,,,,0
比谁都还感动,,,,,,,,,,,,,0
记得飞得再远也要回过头来感受,,,,,,,,,,,,,0
那些日子甘苦是如何与现实缠斗,,,,,,,,,,,,,0
你为我编了脏辫,,,,,,,,,,,,,0
我为什么变得商业,,,,,,,,,,,,,0
为了几个臭钱,,,,,,,,,,,,,1
是非对错都视而不见,,,,,,,,,,,,,0
难道你梦想,,,,,,,,,,,,,0
1辈子在地下做这音乐,,,,,,,,,,,,,0
如果没走出这1步,,,,,,,,,,,,,0
怎么会被人看见,,,,,,,,,,,,,0
你说我变了 我真的变了,,,,,,,,,,,,,0
经历各种险恶,,,,,,,,,,,,,0
十年检测 坚持是我会的,,,,,,,,,,,,,0
打破老旧的规则,,,,,,,,,,,,,0
来证明我是对的,,,,,,,,,,,,,0
只要我活着,,,,,,,,,,,,,0
这梦想我依然持续背着,,,,,,,,,,,,,0
早就说过,,,,,,,,,,,,,0
I told you I'm the man 扛下所有,,,,,,,,,,,,,0
别害怕那些不完美,,,,,,,,,,,,,0
要时间过快一点,,,,,,,,,,,,,0
我想要见大场面,,,,,,,,,,,,,0
房间三坪的空间,,,,,,,,,,,,,0
幻想最大的照片,,,,,,,,,,,,,0
是顽童你知道的,,,,,,,,,,,,,0
大家知道又如何,,,,,,,,,,,,,0
千万张的脸 有一天我会想念,,,,,,,,,,,,,0
啲钱多到泻好变态 啲钱多到泻咪见怪,,,,,,,,,,,,,1
啲钱多到请你做太太 今晚比碌蕉你帮我奶,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
佢个朵 个个 见到 焗住要比面 佢出现喺边度 地点 都谂起钱,,,,,,,,,,,,,1
同一条长江 不过 唔同嘅理念 同一个 香港 不过 唔同嘅起点,,,,,,,,,,,,,1
你怪自己 冇投胎李氏家庭 太自卑 边有再谂几时打拼,,,,,,,,,,,,,1
每个晚上 幻想 自己系李嘉诚 每个晚上 幻想 自己系李嘉诚,,,,,,,,,,,,,1
有楼 揸手 上你度Chill,,,,,,,,,,,,,1
冇楼 加油 请勿骚扰,,,,,,,,,,,,,1
有楼先至有高潮,,,,,,,,,,,,,1
瞓着教谂起自己都笑,,,,,,,,,,,,,1
你哋觉得香港唔好 沙士暴动金融风暴,,,,,,,,,,,,,1
一叠股票一叠债务 冇钱喺香港好捻恐怖,,,,,,,,,,,,,1
你哋根本追我唔到 睇小个香港言之过早,,,,,,,,,,,,,1
美金大我唔到 AK吓我唔到 绑架唔洗怕 大富豪,,,,,,,,,,,,,1
李氏力场覆盖香港每一度 收购你公司 收购你栋楼 收购埋你条私家路,,,,,,,,,,,,,0
打开电话 打开地图 是但一度 都系我间铺,,,,,,,,,,,,,1
分拆再上市 我有好多银纸 你输晒啲孖展 咪阻住我发展,,,,,,,,,,,,,1
李嘉城 有钱佬 个个都知道,,,,,,,,,,,,,1
香港 九龙 新界 离岛 都知 边个睇呢度,,,,,,,,,,,,,1
叫我大哥城 叫我大哥城 一早已经 超越李宁,,,,,,,,,,,,,1
好似每一日 坐喺长实 佢哋叫我 坐享肥城,,,,,,,,,,,,,1
啲钱多到泻好变态 啲钱多到泻咪见怪,,,,,,,,,,,,,1
啲钱多到请你做太太 今晚比碌蕉你帮我奶,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
一年三百六十五日点样先可以出人头地,,,,,,,,,,,,,1
但系有百分之九十嘅机会你会比人当系盘棋,,,,,,,,,,,,,1
喂 你瞓捻醒未 喂 你瞓捻醒未,,,,,,,,,,,,,1
喂 你瞓捻醒未 喂 你瞓捻醒未,,,,,,,,,,,,,1
Put it in the work 快啲起身返工咪扮整亲只脚,,,,,,,,,,,,,1
一大叠账单 大捻把卡数 我同你讲套制服有捻排你着,,,,,,,,,,,,,1
继续扮狗 层楼都未供完 咪洗旨意抖,,,,,,,,,,,,,1
呢个社会就系要做捻到你呕 就算够钟 收工 你咪洗旨意走,,,,,,,,,,,,,1
鬼叫你生活紧喺 李家嘅城市,,,,,,,,,,,,,1
由细到大都系想 要揸架平治,,,,,,,,,,,,,1
要揸架平治 成打劳力士,,,,,,,,,,,,,1
个户口计嚟计去仲系 仲差个零字,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
黐胶花,,,,,,,,,,,,,1
九局下半,,,,,,,,,,,,,0
我也想宣布独立,,,,,,,,,,,,,0
我握着笔 但是父母亲不肯签订,,,,,,,,,,,,,0
说我这项条约还没到期,,,,,,,,,,,,,0
在电视里 或许我是不起眼的明星,,,,,,,,,,,,,0
在他们的眼里,,,,,,,,,,,,,0
我只是个长不大的小孩子,,,,,,,,,,,,,0
多么尴尬的岁月 多么尴尬的日子 多么尴尬,,,,,,,,,,,,,0
好想改变一切 只是没有银子更没有方法,,,,,,,,,,,,,0
人生的关卡 我被不停冲刷,,,,,,,,,,,,,0
到属于这人生棒球场 上场,,,,,,,,,,,,,0
我和游戏规则一起成长 掌声,,,,,,,,,,,,,0
伴随嘘声 阳光太强 我的头开始昏,,,,,,,,,,,,,0
当我倒下的时候 请你不要笑我好不好,,,,,,,,,,,,,0
古代有陶渊明清高,,,,,,,,,,,,,0
不为五斗米折腰 但是我向青春借贷款,,,,,,,,,,,,,1
可是利息太高 利滚利,,,,,,,,,,,,,0
滚来滚去滚出一堆烦恼,,,,,,,,,,,,,1
原来我是投手 被自己strike out,,,,,,,,,,,,,0
23岁的九局下半 转啊转,,,,,,,,,,,,,0
我把帽子反戴 还在期待逆转,,,,,,,,,,,,,0
青春像是一场棒球比赛 三人出局,,,,,,,,,,,,,0
明天还会有新的舞台,,,,,,,,,,,,,0
就在青春的九局下半 转啊转,,,,,,,,,,,,,0
我把帽子反戴 还会不会有大逆转,,,,,,,,,,,,,0
人生是一场棒球比赛 九局打完,,,,,,,,,,,,,0
还会不会有延长加赛,,,,,,,,,,,,,0
曾经 我只是球迷,,,,,,,,,,,,,0
如今在人生棒球场上我也换上新的球衣,,,,,,,,,,,,,0
