it's 恶童 motherfucka 2.0,9
给我一点爱好吗,9
 也轻松的飞到了更高的山顶,9
啦啦啦啦啦,9
花天又酒地的玩儿少,9
我用十年奮鬥 用十年等候,9
我的生活 Fucked Up 每天 摸,9
我们是无法衣锦还乡的骑士,9
专心在他的烦恼,9
千里江陵一日还,9
万人迷,9
 翅膀始终保持干净,9
我的生活 Fucked Up 每天 抽,9
 音乐放起 都跟着 跳跳跳跳,9
泡杯豆子芝麻茶诶,9
PARTY ROCK 不PA 就爬,9
我打开微信不是来听你 bb 这些的,9
SOUTHSIDE SOUTHSIDE 台北台北市,9
在月夜里摇啊摇,9
所以我DIY,9
快来拍拍拍,9
烟雾弥漫 我们开始fun,9
喊你喝 你都罢啰嗦,9
全部装进包里,9
年轻又有为的玩少,9
押韵不断 让你不断拍案着说「喔干」,9
整个画面里面就我一个,9
我的生活 Fucked Up 我的生活,9
Shhh Shhh 我不混说唱圈,9
因为我还是我,9
日照香炉升紫烟,9
 你没见过 见过都 wow wow wow wow,9
不要轻易尝试放纵的滋味,9
票儿 票儿 票儿 票儿吃起走,9
我比你用心 墨水换黄金 靠的自己,9
 就算是新生的雏鹰,9
到底想去哪里,9
每支票他全部都要红 红 通通,9
你想象不到,9
真的无所谓,9
 往上 飞 往下 落,9
这马祖 像一只船,9
为什么你觉得better than me say who?,9
有抽就有抽 从来没有烟雾弹,9
爸爸的快乐,9
是否可以让我遇到一个 适合,9
微不足道的烦恼,9
有些人一旦错过就不在,9
用十年鍛鍊自己用身體來忍受,9
不是兄弟不不是兄弟,9
还有freestyle吗,9
两个,9
我不知道你心里到底在想谁,9
你懂我意思吗？,9
项链就挂在胸前,8
不管累不累 会不会,8
嫉妒ye ye ye~,8
在外面有点冷的时候,8
f.凯里人要讲凯里话,8
虚锤子 虚锤子 起来 起来,8
如果你开心就拍手 啪啪啪,8
没地方去就一起去楼顶,8
hey gril 我能说什么,8
这是我们reggae,8
荣华富贵 我要带上我兄弟,8
我的擂台,8
就看谁杀或被杀,8
有福同享 有难我们一起平,8
我们一起牵手去旅行,8
他们想要知道 这 Beat 要怎麽 Flow,8
我们是Highlight and now you know,8
新的世界 hustle hustle everything,8
认错 事实不是说谎就能带过,8
为当下而活Do you know,8
睡也睡不着饭也吃不饱,8
你听得懂吗还是不懂装懂这样不累吗？,8
辣 它能解释成都的全部,8
hey gril 我能做什么,8
不会心碎,8
创造出亿万种可能,8
闭上你疲惫的眼睛,8
别再让自己自己受委屈,8
送给你自己,8
Tell me tell me baby 谁在你的朋友圈,8
就继续喝 喝 喝 喝,8
号角响起了扬旗耀武还等什么,8
我有 一个 木色的房间 只用来盛雨,8
我在对你挥着手,8
我劝你快跑咯 不然紧到留到只有给我们垫背,8
社会环境太黑管我锤子事,8
毛主席最亲,8
现在我赚的钱能把鞋盒塞满,8
贫困潦倒生存江南西,8
我有 一艘 不错的帆船 只用来等你,8
放假 放假 压力不再胀大,8
我们都很好 我们都不好,8
大圣,8
我们的眼泪,8
我想回到 被快乐围绕 的那段时间,8
有钱,8
在夜店我年龄最小嘴巴最嚼,8
我们把手举起,8
当你的深度失眠 从黑到白 情绪太乱,8
太多理由 我不能概括,8
我有 很多 木讷的神情 在雨天成立,8
和马利兄弟一样,8
关于留 关于走,8
反正我管不到哩事都管我锤子事,8
要麻要辣,8
或者说我独自一人站在这里挣扎,8
我想飞 不能再堕落,8
人民生活水平低管我锤子事,8
不停奔跑不孤独,8
放假 放假 瞳孔开始放大,8
你就是那种girl Do u like me,8
把所有烦恼都丢走 擦擦擦,8
冷静不了的大脑又洗了个冷水澡,8
扭曲的脸对着夕阳笑,8
節拍崛起,8
没管你到哪点要会用方言来讲话,8
生的希望我看不到,8
放纵 hey,8
s.o.c 你我都是昌宁之子,8
都是fake fake fake,8
凯里人也欢迎你来凯里哈,8
像玛莉兄弟一样跳......,8
A.D.钙奶富含人需要的维生素,8
放假 放假 把一切都放下,8
我在等 在等 在等你来,8
以前我零花钱都买Air Force 1,8
老娘钱程似锦,8
我们才是贼娃子我们是贼娃子,8
那恐惧的声音我听得到,8
不用炒作让你看见,8
陈冠希 你到底去了哪边,8
辣 代表一座城市的元素,8
讲够未 原地踏步嘅气味,8
我们好纠结 但天造地设,8
尽情享受每一刻 和喜怒哀乐,8
我的草药让你断片,8
我永远不回头,8
成都人的说唱是成都人制造,8
让我们慢慢慢慢慢慢的来,8
一个人的世界,8
开怀大笑跟着节奏 哈哈哈,8
可惜岁月把人催,8
越长大越孤单 越长大越不安,8
关于喜欢与否,8
OH MY BAD GIRL IN TIGHT 让我晚上睡不戳,8
如果你能微笑,8
darling为什么,8
这是我的时代,8
往梦里走 指引我吧 Angel,8
想要和你融化在一起,8
势不可挡 我势不可挡,8
麻烦告诉我今天到达是几点,8
道歉 历史不是捏造就能改变,8
刚刚登上飞回洛城的飞机,8
可惜不是你,8
您现在过的好吗,8
关于小熊的事也关于你 关于我,8
军事问题政治问题管我锤子事,8
吃票儿 吃票儿 走到哪就吃到哪,8
我们要抓大的大的大的狐狸 然后再抓大的鱼,8
此处是呜呜呜,8
A.D.钙奶给你补充营养,8
我们钱程似锦,8
我们都会死去 它还能伫立几年？,8
辣 衬托我们生活的方式,8
还不想让你知道,8
如果你开心就开口 嘛嘛嘛,8
这一场饥饿游戏,8
在城市中没有光的夜里,8
新~老~ 上海人 FEEL ALL RIGHT,8
2do为什么,8
放假 放假 心情跳的上下,8
到哪点都闯到你,8
总要靠自己爱自己,8
品尝喜怒哀乐之后 又是数不尽的troubles,8
月光光照地堂,8
讲到尾 无限期愚弄你哋,8
悲伤会识趣离开,8
穿行在忙忙碌碌的人群之间,8
有话想对你说 Do u like me,8
Holding the breath 那 Rhyme 要怎麽透,8
看不到星星,8
都别约我 都别约我 bitch,8
品尝喜怒哀乐之後 又是数不尽的troubles,8
Now 谁是真正MVP oh oh Will now here we go,8
整天对着电脑写情歌的话痨,8
一群井底之蛙 一群井底之蛙,8
我说忘了吧忘了吧 baby,8
来嘛来嘛来嘛差一位,8
哥们 know what it is,8
到底走的对不对,8
永不言败Now you see we are the soldiers,8
那世界 想回到过去,8
所以大家要讲上海闲话 FEEL SO HIGH,8
唯一的花魁 wow,8
你懂我意思吗？懂我懂我意思吗？,8
超哥嗦 超哥嗦 超哥嗦 超哥嗦,8
南京一九三七 永远不会忘记,8
这到底是谁的错谁的错谁的错,8
万博 大十字 洗马河 二商场,8
两岸猿声啼不住,8
绝地反击都在江南西,8
长沙妹驼 叫长沙GIRL,8
让我看到你的手在空中甩,8
只为寻找到出路,8
生活没有什么应该,8
你知道吗 我有点大 我在唱LALALALA,8
我的歌会好听吗我的歌词你会听吗,8
他只是想要脱罪,8
不来头 不来头,8
全部都是你,8
goodbye 别来找我,8
你不要绷超哥,8
凯里人要讲凯里话,8
亮点是我们两眼是抢眼的光,8
我们是Highlight,8
哥们儿 你要 结婚了,8
伴我闯荡 梦想才能变黄金,8
我们就是爱捣蛋,8
人生下来没经过谁的同意,8
一起啦啦啦啦啦啦啦啦啦,8
没日没夜做歌都在江南西,8
我有 一片 故作的镇定 没留下痕迹,8
想为你写首歌 Do u like it,8
在灵魂深处tell me never lose it lose it,8
忏悔 才会真正得到尊严,8
我就是帅~帅~帅~帅~帅,8
翡翠 翡翠 翡翠 YA YAY YAH YA,8
我习惯昼夜颠倒,8
这个古城已经沉淀了几个千年,8
我叫你们都别约我,8
旧的不会去,8
起舞吧,8
让我帮你升温 陪你过冬天,8
红玫瑰 我不会 随便给 Yeah,8
死亡不停追着我跑,8
怎样 我风格就是未来,8
在学校 我最潮最吊,8
怎么就谋杀了大部分的 MC,8
祷告吧孩子,8
会的讲上海闲话的人侪最帅,8
差一位差一位差一位,8
太多事情我不能再错 我不该再错,8
搞得独特 搞得独特 搞得独特,8
辣 和你信仰宗教很相似,8
听海潮的声音,7
爱情来的太快就像龙卷风,7
只为找到你,7
你知道 我们就是不服 什么都不怕,7
无论天灾人祸 还是你伤心难过,7
相拥时间太短 明白总是太晚,7
你知道 我们就是COOL 我们就是HIPHOP,7
我见过你的美丽,7
别给我打电话你最好离我远点,7
披上我专属战袍,7
别再抵抗！,7
什么都喜欢什么都会什么都,7
安可 安可 安可 安可 安可,7
每一步straight out,7
我要你的爱,7
命中注定,7
我不我不我不能,7
离不开暴风圈来不及逃,7
再把油门给踩爆表,7
别说话 我听不进 现在有点定,7
他的思念缠着谁 穿过谁的发尾,7
却跟不上你轨迹,7
你们有几个一起上好了,7
ye oh 这首歌我送给我的old friend,7
我不能再想我不能再想,7
你可知道这样会让我心碎,7
但归根到底 这世界会是你的,7
我一觉睡到一点半,7
你还在吗 你是否依然还会在吗,7
希望每一天有不同的惊喜,7
为你唱首情歌不会 走音,7
因为我系一个rap Solider,7
听我们演唱会走人民南路,7
oh关于你 everything,7
人民南路 豁哟 豁哟 豁哟 豁哟 人民南路,7
和我enjoy,7
 太喧嚣 我偏是太普通,7
45秒45秒,7
沉到底再往上爬 we kill the asia,7
新鲜感是毒尝起来又像蜜,7
夜在转,7
我再也不愿见你在深夜里买醉,7
我怎么还没睡,7
梦里又听见那远方传来的歌谣,7
赶上这浪潮,7
请容许我 介绍自己叫做热狗,7
如果还有明天,7
堵起,7
水印试听版,7
有freestyle吗？,7
我想告诉你要你不会在乎多远距离,7
今晚上去,7
我的老家伙,7
所有野孩子给我一声叫 eh~,7
生命里 庆幸我遇见你,7
命运保护我却又没有保护我包括你,7
你记得喊安可,7
为什么我们非要长大,7
闭上双眼慢慢地放松,7
如果你想继续听我说,7
盐市口则边是人民南路,7
正义呼唤我 美女需要我,7
就从年少嗨到老,7
我和我的兄弟在江南西,7
我是差不多先生,7
大家跟老阿拉讲上海闲话是最赞,7
豁哟 豁哟 人民南路,7
我害怕,7
一条路走到黑,7
为什么时间飞不回家,7
 把点点滴滴写进日记中,7
灯光昏暗 不知所措,7
也见过你的背影,7
问你到哪儿 到人民南路,7
我会把你捧在我的 手心,7
不用麻烦了 不用麻烦了,7
快把大蜜给搂上车,7
 看你我会笑然后肚子痛,7
从来不敷衍打扮的精心,7
我挺你that’s no doubt,7
慢慢的来 来来 yeah,7
我又没在怕,7
这世界是我的也是你的,7
给我一个吻 可以不可以,7
白酒喝翻 啤酒喝干,7
每个清晨日落我 都陪你,7
寻寻觅觅一个温暖的怀抱,7
我的生活 Fucked Up 像只 狗,7
达成协议后再使用,7
我坚持想要追你,7
现在看好了 牛仔很忙的,7
给那些老死不会往来的old friend,7
这就是命 HIGH起来后我就经常忘记停,7
香港地 上路谁为你准备,7
全都跟着我唱歌,7
吹口哨黄老妞儿在人民南路,7
当他爱你,7
我怎么也不睡 整夜天空是黑,7
回不头的过去,6
我想 重复播放一首歌,6
开向云端呼吸换换换,6
girl 跟我来,6
长沙的妹妹,6
我要殴棱瘸你woo ooh,6
不好意思破了你的迷魂阵 哈,6
勇敢地向前飞,6
因为酒是粮食精,6
我每天督促自己not to run away,6
给我更强的身体,6
我没得车没得钱没得房产,6
难道我做错了吗,6
塞都不塞起,6
妳知道 妳知道 Shawty call me right now,6
随便在哪裡 Let’s have a party,6
都想做你的babe,6
在海边,6
当你牵动我的情绪everday,6
我现在就要撒野,6
我的一堆hommies 我離不開,6
不想一个人过情人节,6
反正同学说我是最棒的,6
却能在黑夜里明亮飞翔,6
请你别伤害它,6
和我享受就像enjoy,6
你想找存在感 别来找我们 滚,6
卓卓 漫步都跟随着心跳,6
你头顶上长了朵菊,6
就算受傷也不能夠阻擋,6
我把酒当歌,6
humble不是我的做事风格,6
我说没有问题 通通没有问题,6
你头顶上长了朵菊花,6
Prod by 张杰峻,6
镜子里 的自己 不断的努力,6
管你是不是个有故事的女同学,6
我还是我,6
还有一切让我恨的 所有看我不顺眼的,6
我们活得像angle但爱的像devil,6
看我飙高速,6
你就像萤火虫,6
来成都,6
想要跟你过个圣诞节,6
我们策你要的妹,6
只能选择拿起枪,6
会鸟瞰这天地,6
想对你说,6
那就张开你的手让我带你飞向太空,6
我每天努力绝对不是为了谁,6
爱太深说多了话,6
我摇 我摇 我继续摇,6
眼前的场景,6
我想 重复播放这首歌,6
带我的妞走出 平房,6
有多少夜痛苦烦恼着你无法入睡,6
明天还是same shit就不如做梦,6
小小的很普通,6
荣华富贵是谁的路线,6
那就燃烧吧 燃烧吧 火苗,6
脚踏七色云彩 打破天地混沌 哈,6
当我变成传奇再 Talking about me,6
会 accident 会 accident,6
我受够了你 我受够了你,6
25瓶啤酒把心里话掏空,6
率性又温柔的初恋女孩,6
即便你离开我也依然带着微笑,6
马戏团嘅小丑摇摆喺你左右,6
如果你不喜欢它,6
 那真的好酷,6
最后一秒爆星,6
喝不来矿泉水,6
长江和黄河,6
我的家人我的兄弟 他们都是最NB的,6
每一次喝醉 双眼为何黯淡无光,6
朋友 举起手 左还有右,6
盯着天花板想着你每一句话,6
你的味道 i like it,6
还想跟你再去跨个年,6
她慢慢的关门 眼泪慢慢的擦,6
无底洞 无底洞 无底洞 无底洞,6
及时行乐 就到必胜客,6
是地下和流行的battle,6
诶,6
念念念念念念 念得我耳朵要爆,6
如果你听懂了,6
连眼泪都觉得自由,6
这是Teipei的ghetto,6
抬着头 勇敢的往前冲,6
但我身上散发Rap Star的光芒,6
答应我你从此不在深夜里徘徊,6
是繁荣的开头,6
带我兄弟走进 银行,6
从未提起那些年 也哭的红了眼,6
让我觉得安全,6
给你打一个电话,6
他凑着兜里的钱居然不到一块,6
kill 我 kill hater,6
从头到脚每个关节随着音乐不停炸裂着,6
因为这一切都是因为你 都是因为你,6
可我只是一个流浪说唱歌手,6
到最后我还是放手沉默了吧,6
勒里还有彩虹嘿实瞅嘿实瞅,6
最后的英雄 请伸出你的双手,6
昨晚我又看见他跑去了那个club,6
我说 正二八百哩呀,6
我是鲤鱼跳了龙门成了鲸鱼吞了你,6
当我完成 叫我搞定小姐,6
在次日的黎明 自由还在手里握着,6
不管多远的距离,6
他们想方设法变美 比过不你,6
兄弟们此刻我踏上了船 搭上了船,6
飞向晴天需要慢慢慢,6
我需要赚到我想要的只能靠自己,6
每天都在working hard换来大把的money,6
不是一种人 只会让你郁闷郁闷郁闷,6
不是你认识的那种rapper,6
丢下去 丢下去 丢下去 yea,6
代表我很天真　也代表我是个贱人,6
生日快乐 20岁了 祝自己生日快乐,6
到底想去那里,6
想要在对的时间遇到对的人,6
叫我搞定小姐 叫我搞定小姐,6
那么你是我的眼,6
不知后觉你会发现会不一样,6
每个日出看沉浮,6
是誰懷念這裡的一切 who's back,6
不管你会不会经过,6
我说什么要你管 我怎么做要你看,6
迎着好运兴旺发达通四海,6
当我完成叫我搞定小姐,6
Hold your style请看我一步定型,6
你的心,6
总是money on my mind,6
他们 可能是你是我是他,6
我的sexy baby baby 我需要你,6
今晚要你走 走到这个空间,6
我可以等在这路口,6
你脑袋上挂了个拖把,6
We don't give a fucking damn 管你喜不喜欢,6
会不会FreeStyle,6
他们 是世界上的每个角色,6
从南到北再从东部到西部,6
用力咬我一口,6
把生活延伸到这一种节奏,6
栽进你的过去,6
身披金甲圣衣 看我扭转乾坤 哈,6
嘿 电话那头你是否还没睡,6
宅男变凶 宅男变凶宅,6
他从没忘记肩上背负责任重担,6
早就说过,6
你的喜好 i like it,6
宾利 法拉利 布加迪 this a whole lot of money,6
你不再是我的baby,6
坐在楼梯上点一支烟,6
抚平你心中所有的悲伤,6
25个春夏秋冬,6
给我个FreeStyle,6
HONEY 别说你不想要,6
这不是在拍MV 我的sexy lady lady,6
so call me 万人迷,6
又是另一个trouble,6
今晚不想待在家裡 家裡,6
守护我们生存之道,6
就算是一只蚂蚁也想万中无一 要出息,6
あの時計の針が許す限り,6
But now im here 必须,6
竖一杆大旗让勇士们绝地起义,6
既然天空没有缝我用我炼的刀去刺,6
loser都不了解我们为何钞票赚的快,6
给我所有,6
YO そして天まで飛ばそう,6
朝光的方向走,6
Yaa iPhone 响了又响,6
请停止你们的大屠.杀,6
我不做你的NO 1,6
报应会到,6
把爱藏在心里面就不会害怕天黑,6
 谢谢哑虎,6
老子不想上学 我上你妈呢学,6
感谢一切我所爱的 所有互相respect的,6
我行我素为所欲为大不了背水一战,6
你手上的也要给我,6
卓卓 成天就浪迹在街道,6
香水有毒 令你力竭声嘶,6
能向上 绝不向下,6
你是我LADY,6
我还在过疯狂生活 linvin the rap life,6
Make it eazy 没有问题,6
为这荒诞生命,6
全部都是我的 跟你没有关系,6
嗨到无法呼吸,6
他身边站的不是你却kissed her,6
从未停 止练习 坚持到胜利,6
举起你的酒瓶,6
松开双手思绪乱乱乱,6
假的 Big world,6
举起你的香槟,6
融化在银河里oh my pretty women,6
别再猜测因为谁的mistake,6
慢慢的离开慢慢看淡的家,6
只是来的时间晚或早,6
不再记忆中煎熬,6
梦想是黑暗中的一丝微光,6
这个夏季不需要眼泪,6
想要有 直升机,6
你的男朋友suck,6
在天府之城,6
烫金的招牌 Minsta Forever,6
總在不停的想象,6
美国 美国,6
想要你 hooo hoo hooo 慢慢靠近你的身体,6
不是剧本上的对白,6
又是数不尽的troubles,6
25根蜡烛让我想哭,6
从来不会得过且过因为我们追求完美,6
因为我现在要传递我的麦克,6
逍遥flow ei,6
就算是手上被,6
天空却飘着雪花,6
九眼桥,6
躺在我怀里搂你睡觉,6
看成都,6
小心地把你抱在我怀里,6
请聆听在你心底的声音,6
走到了毁灭的临界点,6
這是我的hometown 我離不開,6
Baby就让我撒野,6
跟我说爱度,6
待我把人头收割,6
每种理由都有一百种冲动,6
Aye iPhone 响了又响,6
我给你们拉面,6
给你说 正二八百哩呀,6
我怎么还不想去睡,6
女ともparty またバカみてえにparty,6
我和他的事情 劝你最好别管,6
都市繁华可不是谁都有钱,6
我需要人民币 我需要受尊敬,6
The best day 让我们祝福他们,6
外婆还唱着那歌谣,6
我丢了我的命跟着你向前,6
飘下像雪花的底噪,6
喝完的瓶子扔进垃圾桶也算献爱,6
腕儿 腕儿 腕儿 都是腕儿,6
如果没有hiphop我就是橡皮人吧,6
霓虹闪烁的城市我寻找着安静,6
我可以跟在你身后,6
乃是机会型刺客,6
don‘t **** wiz us 记住你说的话,6
独步全城,6
我希望一切都好 with your wife,6
离开地面开始转转转,6
24个小时我的手机在Ring Ring,6
让我 crush,6
又是个下雨天,6
哪里还有彩虹告诉我告诉我,6
来盘你就晓得啥子叫做坝坝球,6
叮叮当叮叮当,6
微光,6
再触碰那年少的回忆,6
要相信自己困难不会把你给难倒,6
不回头 我们还有梦,6
别再等待,6
望远镜 望远镜 是谁躲在暗处拿着望远镜,6
神 帝 人,6
高山高山高山流水,6
给我给我给我给我给我给我万岁,6
打遍天下我带着黄色的皮肤,6
kill 我 kill faker,6
出自与残忍或礼貌,6
要让我的名字响彻全宇宙,6
与其被生活囚禁不如自我流放,6
卓卓 穿戴着自由的衣帽,6
若是我会迷路,6
从此不会再孤单,6
催 催 催啊缘分又没到,6
你个小酒量,6
誰都別勸我 已經離不開,6
永远坚持独行之道,6
天生优雅 来辨我真假,6
Woo~ 写俾你呢只歌,6
我带你去喝酒,6
666 我们 我们,6
日子还要过,6
能做大 就想个办法,6
我的眼里都是你,6
HONEY 快进来别感冒,6
别害怕那些不完美,6
看别个不来要港,6
现在缺的就剩你一个拥抱,6
像影子追着光梦游,6
跟我说 我要 我要,6
现在他们都爱,6
加不加冰块的可乐只等着你点头,6
Uh Huh算了 我知道你的手段,6
跟我去蹦迪 我的朋友,6
你不懂我在做什麽,6
当我们举起 We make it better,6
总是Money on my mind,6
我不会怀疑什么对不对,6
你进我退,6
即使生活依旧还是那么惆怅,6
我说没有问题 一切没有问题,6
亲爱的人 亲密的爱人,6
悲伤,6
一起出来everybody body,6
单纯又可爱的初恋女孩,6
芬香扑鼻 I think I needa think twice,6
从地下出发经过谷底 再占领天空,6
开到最高的高度 从高处向下冲,6
去想你 yah,6
迫不及待 迫不及待,6
抬起你的头,6
久已不爱紫色的汽水,6
谁能告诉我爱情能有多久保质期,6
亮点是我们 两眼是抢眼的光,6
哎呦呦！哎呦呦！哎呦呦！,6
音量调高 喇叭快破掉,6
慢慢的老了你也慢慢长大,6
其实流下眼泪又有谁会看见？,6
我做我自己的梦我写尽天下狠的字,6
从童年到现在,6
都嫉妒你的美,6
如果我没有任何的亲人和朋友,6
外面以前讨厌大陆仔,6
现在我们接手,6
 那些女孩都不会说不,6
别跟我讲你不相信,6
hiphop是伴侶 我離不開,6
天亮前为你擦干眼泪,6
想把你留在我的身边,6
因为我们都有问题,6
好运带来了喜和爱,6
天上什么东西在那飞,6
呢首歌谣我地听左几多年,6
我不可能撮过你 绝不可能撮过你,6
这是我的生活 我的选择,6
如果你是一杯那就烈酒let me drink,6
Oh 我还没睡,6
嘿 同学你是否有很多烦恼,6
有多少问题要去面对,6
这是我想对你说的,6
约泡儿神器快点发挥神力 ！,6
为这繁花似锦,6
感動的故事誰最會寫 Witness,6
原来我爱错了她,6
不管怎么纾解压力 压力,6
能不能就对着我说爱我,6
此刻我踏上了船 搭上了船,6
我想要的全都给我,6
黑色的眼睛黄色的皮肤 yeah we are chinese,6
但我必须唱,6
场上称霸,6
看哒C-BLOCK要港,6
我比谁都清楚什么才是我的生活,6
我是你惹不起的,6
喝到你要吐,6
真的 Big world,6
调皮又认真的初恋女孩,6
每一次放下电话思绪总是杂乱无章,6
听到腻 从未学到要避忌,6
就象是在海边的假期,6
我听不见别人的想法 我就是我,6
麦克风下一个到底在哪?,6
就是叫你怕 怕我狂轰滥炸,6
带我走到安全通道开启未开启的门,6
带你去解放西,6
wow 别躲闪,6
上上下下左右左右ABAB重复这首歌,6
轻轻放在桌上,6
被逼到角落的我,6
我是好酒量,6
今晚慢慢的把你吃掉,6
这是一条不归路,6
我靠自己的双手寻找My own way,6
她孕育着春,6
 我拖你的福,6
25道围墙我在其中,6
闯到新的一页,6
One Two Three 齐话声 456 嗌 6 Wing,6
偷走心跳的节拍,6
妖魔鬼怪天黑请闭嘴,6
翻开这泛黄的日记,6
不是你记忆中的荆轲,6
有没有FreeStyle,6
每当我为你抬起头,6
躲过了这个trap,6
他们叫我躺下再把眼睛闭上,6
说中文的小人物,6
中国的说法 中国有中国的说法,6
如王者般登基,6
每天make money为了名和利,6
要让所有人的脚都离开floor,6
oh爱 对明天有顾虑,6
don‘t **** wiz us 看见我们别害怕,6
就这样流浪,6
慢慢的习惯了她,6
嘿 同学你是否感到困惑,6
怎么现在你还不相信,6
逍遥flow ei～,6
我想养你 yah,6
记录你的笑容钻进我的摄像头,6
我不做你的NO.1,6
我来了 不管你接不接受,6
他们叫我小赤佬,6
再次听见你的呼唤,6
有的爱像阳光倾落,6
给我想要的东西,6
不想呆在没有你的房间NotNot,6
车辆穿梭 人流熙攘的街道,6
就算我一个人前进 也能微笑,6
歌词就要写的冲来赌我自己发的誓,6
或我应该 相信 是缘份,6
好运来 祝你好运来,6
不要 try me try me,6
品尝喜怒哀乐之后,6
小马,6
书没读好 长大戴金项链,6
跳EVERYBODY 跳EVERYBODY 跳,6
